HUNDRED_BLOCK,LATITUDE,LONGITUDE
1XX BLOCK E 3RD AVE,49.268315,-123.106515
11XX LAMEYS MILL RD,49.266823,-123.129891
4XX BLOCK E 63RD AVE,49.213393,-123.097790
CARRALL ST / KEEFER ST,49.279243,-123.104457
1XX BLOCK BRAEBURN ST,49.218677,-123.069461
84XX BLOCK FRASER ST,49.208303,-123.091168
26XX BLOCK DUNBAR ST,49.263048,-123.183836
18XX BLOCK BALACLAVA ST,49.269784,-123.173745
22XX BLOCK BURRARD ST,49.265504,-123.145674
11XX BLOCK ALBERNI ST,49.285374,-123.123876
13XX BLOCK E 15TH AVE,49.257845,-123.133974
DUCHESS ST / HORLEY ST,49.241138,-123.050241
16XX ARBUTUS ST,49.271655,-123.152621
23XX BONACCORD DR,49.210507,-123.060312
9XX W WATERFRONT RD,49.288803,-123.118201
37XX W 4TH AVE,49.268611,-123.185596
34XX BLOCK E 4TH AVE,49.268576,-123.181599
COLUMBIA ST / ALEXANDER ST,49.283775,-123.102158
83XX BLOCK VICTORIA DR,49.209196,-123.066094
3XX BLOCK E 29TH AVE,49.244448,-123.100949
44XX W 14TH AVE,49.260140,-123.206064
8XX W CORDOVA ST,49.286577,-123.113824
2XX BLOCK SE MARINE DR,49.211076,-123.102381
8XX BLOCK SALSBURY DR,49.276676,-123.068363
19XX BLOCK NELSON ST,49.290433,-123.140284
15XX E 31ST AVE,49.242999,-123.073630
24XX BLOCK E PENDER ST,49.280222,-123.056380
18XX BLOCK E 11TH AVE,49.260454,-123.069483
7XX BLOCK E GEORGIA ST,49.282843,-123.119061
32XX W 34TH AVE,49.241375,-123.175616
24XX BLOCK PINE ST,49.264630,-123.143343
20XX BLOCK W 43RD AVE,49.232674,-123.152137
55XX INVERNESS ST,49.234819,-123.079715
1XX BLOCK E 1ST AVE,49.270199,-123.106736
17XX BLOCK VENABLES ST,49.276655,-123.069614
40XX BLOCK W 20TH AVE,49.254712,-123.193703
17XX BLOCK E PENDER ST,49.280283,-123.070353
32XX E BROADWAY AVE,49.261642,-123.035790
SMITHE ST / RICHARDS ST,49.279050,-123.119477
11XX BLOCK RICHARDS ST,49.276871,-123.122705
4XX DRAKE ST,49.274170,-123.124837
16XX BLOCK W 5TH AVE,49.265986,-123.071800
10XX BLOCK NICOLA ST,49.286582,-123.134291
14XX STRATHMORE MEWS,49.272253,-123.127958
84XX BLOCK LAUREL ST,49.209937,-123.126029
23XX BLOCK E HASTINGS ST,49.281172,-123.057947
53XX WEST BOULEVARD BLVD,49.232208,-123.155672
3XX BLOCK WATER ST,49.283961,-123.107280
87XX LAUREL ST,49.206941,-123.126281
43XX KASLO ST,49.246314,-123.047093
74XX BLOCK GRANVILLE ST,49.205865,-123.140644
13XX BLOCK ROBSON ST,49.287092,-123.129270
14XX BLOCK E 31ST AVE,49.244131,-123.162776
10XX W 15TH AVE,49.257845,-123.133974
1XX BLOCK E 13TH AVE,49.259143,-123.107227
23XX BLOCK GALT ST,49.243112,-123.058444
8XX BLOCK DUNLEVY AVE,49.277120,-123.095560
30XX E 54TH AVE,49.220193,-123.043749
16XX E 49TH AVE,49.225237,-123.073221
24XX BLOCK E 53RD AVE,49.221381,-123.057939
10XX BLOCK E 63RD AVE,49.212892,-123.085717
4XX BLOCK E 13TH AVE,49.259416,-123.113107
10XX BLOCK ROBSON ST,49.283351,-123.123314
10XX W 14TH AVE,49.258726,-123.126919
6XX BLOCK HOMER ST,49.282454,-123.112359
56XX ANGUS DR,49.235702,-123.147611
53XX NANAIMO ST,49.236838,-123.058749
4XX JERVIS ST,49.290050,-123.123955
59XX VINE ST,49.249307,-123.156633
31XX W 42ND AVE,49.233765,-123.174473
19XX E 47TH AVE,49.227607,-123.066028
58XX KNIGHT ST,49.231755,-123.076966
43XX OAK ST,49.246687,-123.127661
22XX KITCHENER ST,49.272060,-123.059984
19XX BLOCK GARDEN DR,49.267656,-123.058041
46XX NW MARINE DR,49.274923,-123.211747
32XX W KING EDWARD AVE,49.249917,-123.175768
54XX VICTORIA DR,49.235889,-123.065436
SEYMOUR ST / ROBSON ST,49.280727,-123.118841
14XX BLOCK E 58TH AVE,49.218297,-123.137603
27XX BLOCK W 16TH AVE,49.257506,-123.164891
13XX BLOCK ALBERNI ST,49.287774,-123.127563
6XX SMITHE ST,49.279241,-123.119799
12XX BLOCK CARTWRIGHT ST,49.269524,-123.132013
20XX BLOCK VENABLES ST,49.276639,-123.063546
28XX YUKON ST,49.260338,-123.113011
W PENDER ST / SEYMOUR ST,49.284021,-123.113858
76XX BLOCK ARBUTUS ST,49.216731,-123.154413
14XX BEACH AVE,49.282749,-123.141295
13XX BLOCK BURNABY ST,49.282138,-123.136080
18XX W 61ST AVE,49.216036,-123.148501
63XX NANAIMO ST,49.227045,-123.059056
47XX BLOCK MARGUERITE ST,49.243383,-123.143723
50XX CAMBIE ST,49.239869,-123.117433
21XX BURRARD ST,49.267149,-123.145551
7XX BLOCK DRAKE ST,49.276127,-123.127844
17XX BLOCK W 4TH AVE,49.267977,-123.143260
W HASTINGS ST / SEYMOUR ST,49.284669,-123.112882
W 5TH AVE / PINE ST,49.267131,-123.143262
82XX BLOCK SHAUGHNESSY ST,49.211414,-123.128741
41XX MUSQUEAM DR,49.228367,-123.198330
56XX VICTORIA DR,49.233967,-123.065489
18XX BLOCK W 64TH AVE,49.211913,-123.069175
16XX BLOCK E 14TH AVE,49.258987,-123.143445
30XX VINE ST,49.259265,-123.157850
8XX BLOCK W PENDER ST,49.285292,-123.116385
60XX MAIN ST,49.230209,-123.101467
1XX COAL HARBOUR,49.288571,-123.117065
18XX ANDERSON ST,49.269178,-123.137982
21XX BLOCK W 54TH AVE,49.220255,-123.064541
1XX BLOCK W 16TH AVE,49.256675,-123.107032
22XX ALDER ST,49.266018,-123.131273
2XX BLOCK DUNSMUIR ST,49.280466,-123.111568
34XX BLOCK ANZIO DR,49.252311,-123.030907
25XX BLOCK WALL ST,49.291109,-123.054473
47XX W 6TH AVE,49.267370,-123.214935
12XX BLOCK CONNAUGHT DR,49.244259,-123.132818
45XX WINDSOR ST,49.244530,-123.083957
21XX BLOCK W 16TH AVE,49.257279,-123.153587
4XX BLOCK E HASTINGS ST,49.283420,-123.110995
27XX BLOCK WINDSOR ST,49.260132,-123.083337
57XX EAST BOULEVARD BLVD,49.234584,-123.154990
26XX BLOCK MCGILL ST,49.288704,-123.052066
41XX BLOCK W 14TH AVE,49.259994,-123.197057
13XX BLOCK W 7TH AVE,49.265143,-123.133836
8XX MALKIN AVE,49.274639,-123.087398
25XX BLOCK TRINITY ST,49.289709,-123.054629
ROBSON ST / BROUGHTON ST,49.287919,-123.129924
25XX BLOCK MCGILL ST,49.288710,-123.054436
31XX BLOCK E 46TH AVE,49.228423,-123.045539
42XX DONCASTER WAY,49.249101,-123.200740
19XX BLOCK W 57TH AVE,49.219452,-123.149627
37XX BLOCK W 7TH AVE,49.266062,-123.185894
26XX BLOCK WALL ST,49.291660,-123.051818
3XX BLOCK HOMER ST,49.284046,-123.109964
54XX BLOCK SLOCAN ST,49.235942,-123.054224
2XX BLOCK E 56TH AVE,49.219262,-123.101648
32XX BLOCK PARKER ST,49.275788,-123.036196
77XX BLOCK THORNHILL DR,49.214526,-123.068480
3XX BLOCK INDUSTRIAL AVE,49.269888,-123.098108
39XX W 33RD AVE,49.242381,-123.191043
14XX HORNBY ST,49.275997,-123.131469
14XX LABURNUM ST,49.273456,-123.151351
24XX DUNDAS ST,49.284742,-123.056501
37XX LANARK ST,49.242943,-123.074844
53XX BLOCK ARGYLE ST,49.236765,-123.071367
14XX BLOCK CYPRESS ST,49.273545,-123.147730
40XX W 28TH AVE,49.247141,-123.193811
2XX N RENFREW ST,49.286726,-123.044064
21XX BLOCK YUKON ST,49.266612,-123.112794
6XX BLOCK E 62ND AVE,49.214179,-123.093042
64XX BLOCK ONTARIO ST,49.226773,-123.105895
28XX BLOCK E 21ST AVE,49.253679,-123.167753
6XX BLOCK E 63RD AVE,49.213106,-123.093169
22XX BLOCK ONTARIO ST,49.265415,-123.104561
9XX BLOCK W 28TH AVE,49.245449,-123.085924
9XX BLOCK LAKEWOOD DR,49.275610,-123.061753
33XX W 33RD AVE,49.242352,-123.178630
37XX BLOCK W 5TH AVE,49.267755,-123.185630
33XX W 7TH AVE,49.265958,-123.177776
44XX PUGET DR,49.246085,-123.165882
29XX BLOCK OAK ST,49.259659,-123.126668
11XX BLOCK E GEORGIA ST,49.285172,-123.122132
6XX BLOCK QUEBEC ST,49.279184,-123.102158
9XX BLOCK EXPO BLVD,49.276355,-123.114057
10XX BLOCK E 7TH AVE,49.264267,-123.083163
2XX BLOCK E 29TH AVE,49.244448,-123.100953
11XX BLOCK W 14TH AVE,49.258721,-123.129310
HORNBY ST / DAVIE ST,49.278428,-123.128158
8XX BLOCK E PENDER ST,49.285292,-123.116385
8XX QUEBEC ST,49.275323,-123.101906
67XX TISDALL ST,49.224945,-123.120883
36XX W 23RD AVE,49.251936,-123.185164
2XX BLOCK W KING EDWARD AVE,49.248848,-123.110022
35XX BLOCK W 20TH AVE,49.254658,-123.181884
19XX BLOCK VERNON DR,49.266994,-123.078498
BEACH AVE / JERVIS ST,49.280714,-123.138130
22XX BLOCK LARCH ST,49.239586,-123.162587
2XX BLOCK CARRALL ST,49.283211,-123.104203
26XX BLOCK PARKER ST,49.275793,-123.051859
27XX BLOCK E BROADWAY AVE,49.263844,-123.166680
29XX E HASTINGS ST,49.281151,-123.037125
8XX BLOCK DRAKE ST,49.276622,-123.128599
10XX BLOCK E 59TH AVE,49.215641,-123.084300
35XX BLOCK SOPHIA ST,49.253838,-123.098514
44XX BLOCK SOPHIA ST,49.245598,-123.098592
W PENDER ST / BEATTY ST,49.281251,-123.108423
60XX BLOCK CROWN ST,49.233575,-123.193749
21XX BLOCK FIR ST,49.266945,-123.140888
20XX BLOCK DUNDAS ST,49.284539,-123.063336
12XX BLOCK E 11TH AVE,49.261593,-123.131537
4XX BLOCK E 11TH AVE,49.261285,-123.112889
3XX SEMLIN DR,49.282084,-123.063659
23XX BLOCK WOODLAND DR,49.264217,-123.073613
35XX BLOCK W BROADWAY AVE,49.264294,-123.181742
19XX PARKER ST,49.275591,-123.065099
25XX W 14TH AVE,49.259289,-123.162457
7XX BLOCK E 11TH AVE,49.261524,-123.126873
MAIN ST / E BROADWAY AVE,49.262920,-123.100906
17XX BLOCK COMMERCIAL DR,49.269489,-123.069491
62XX MONTGOMERY ST,49.229426,-123.131990
35XX BLOCK W 39TH AVE,49.236426,-123.182190
57XX OLYMPIC ST,49.234647,-123.189634
7XX BLOCK W CORDOVA ST,49.286066,-123.112895
56XX HIGHBURY ST,49.235721,-123.188282
7XX W 6TH AVE,49.265627,-123.120135
CAMBIE ST / SMITHE ST,49.273411,-123.114694
65XX BLENHEIM ST,49.227487,-123.178759
9XX BLOCK CANADA PL,49.287196,-123.114020
29XX BLOCK W 38TH AVE,49.235849,-123.050208
61XX ALMA ST,49.258037,-123.186061
W GEORGIA ST / THURLOW ST,49.285726,-123.123126
59XX TODERICK ST,49.230202,-123.029176
42XX BLOCK ST GEORGE ST,49.245590,-123.094137
58XX OLYMPIC ST,49.233910,-123.189665
28XX BLOCK W 38TH AVE,49.237529,-123.168099
72XX BLOCK INVERNESS ST,49.218545,-123.080041
44XX BLOCK ST GEORGE ST,49.245590,-123.094137
26XX BLOCK HEMLOCK ST,49.262590,-123.136113
68XX LAUREL ST,49.223762,-123.125207
49XX BLOCK QUEBEC ST,49.240603,-123.102754
22XX W 21ST AVE,49.253534,-123.155787
8XX BLOCK E 57TH AVE,49.219135,-123.122284
1XX BLOCK E 61ST AVE,49.215034,-123.104247
18XX BLOCK SCOTIA ST,49.267753,-123.098182
10XX BLOCK W BROADWAY AVE,49.263342,-123.126703
68XX BLOCK FLEMING ST,49.222580,-123.073225
33XX W 29TH AVE,49.246131,-123.178604
8XX BLOCK MALKIN AVE,49.274639,-123.087398
36XX BLOCK W 36TH AVE,49.239491,-123.185282
29XX W 29TH AVE,49.246104,-123.170094
15XX BLOCK W 15TH AVE,49.256421,-123.071065
22XX BLOCK E 30TH AVE,49.244633,-123.147686
16XX MAPLE ST,49.271629,-123.150233
11XX BLOCK W GEORGIA ST,49.285172,-123.122132
21XX BLOCK TEMPLETON DR,49.265468,-123.060016
21XX BLOCK ADANAC ST,49.277489,-123.061821
19XX BLOCK W 52ND AVE,49.222642,-123.067588
84XX BLOCK JELLICOE ST,49.207277,-123.047715
24XX S GRANDVIEW HWY,49.257710,-123.056698
23XX W 35TH AVE,49.240307,-123.159853
11XX BLOCK NANTON AVE,49.246331,-123.129867
7XX BLOCK E 60TH AVE,49.215460,-123.090284
10XX BLOCK W 14TH AVE,49.258726,-123.126919
20XX E 47TH AVE,49.227604,-123.065344
32XX BLOCK W 36TH AVE,49.239517,-123.175763
3XX BLOCK KEEFER ST,49.279458,-123.099026
2XX BLOCK E 26TH AVE,49.247839,-123.110761
12XX BLOCK NAPIER ST,49.274957,-123.078586
16XX BLOCK CYPRESS ST,49.271588,-123.147815
2XX BLOCK JACKSON AVE,49.283058,-123.093318
26XX W 43RD AVE,49.232842,-123.164236
1XX BLOCK E 62ND AVE,49.214154,-123.104269
6XX BLOCK HELMCKEN ST,49.277854,-123.124086
23XX W 43RD AVE,49.232727,-123.155037
59XX WALES ST,49.230288,-123.051594
W GEORGIA ST / RICHARDS ST,49.281216,-123.116162
58XX DUNBAR ST,49.233779,-123.185302
11XX BLOCK E 23RD AVE,49.250793,-123.127292
RICHARDS ST / DAVIE ST,49.275882,-123.124229
11XX BLOCK BARCLAY ST,49.283262,-123.127067
32XX BLOCK E 1ST AVE,49.271158,-123.175955
3XX BLOCK KOOTENAY ST,49.281623,-123.025681
32XX E 25TH AVE,49.247883,-123.036549
16XX BLOCK E 55TH AVE,49.219542,-123.074634
8XX BLOCK LAGOON DR,49.293398,-123.139229
44XX BLOCK QUEBEC ST,49.245919,-123.102507
76XX PRINCE EDWARD ST,49.215728,-123.097827
HORNBY ST / ROBSON ST,49.282643,-123.121794
48XX BLOCK WINDSOR ST,49.242336,-123.084007
35XX BLOCK HAIDA DR,49.254533,-123.027588
11XX BLOCK KEEFER ST,49.279126,-123.081215
GLADSTONE ST / E 50TH AVE,49.224000,-123.062378
8XX BLOCK NELSON ST,49.279932,-123.124087
13XX BROUGHTON ST,49.283001,-123.137342
17XX WILLIAM ST,49.273949,-123.069433
21XX BLOCK STANLEY PARK DR,49.301705,-123.141700
LAUREL ST / W 12TH AVE,49.260524,-123.125444
27XX W 41ST AVE,49.234702,-123.165988
23XX BLOCK E 6TH AVE,49.266491,-123.157699
18XX E 40TH AVE,49.233581,-123.068645
21XX BONACCORD DR,49.210517,-123.063078
20XX BLOCK FRASERVIEW DR,49.212204,-123.066037
28XX BLOCK MAPLE ST,49.260974,-123.150632
21XX BLOCK E 38TH AVE,49.235908,-123.063877
11XX BLOCK E 11TH AVE,49.261556,-123.128925
26XX BLOCK E 57TH AVE,49.219548,-123.158529
12XX BLOCK BURRARD ST,49.278706,-123.129176
3XX BLOCK E 63RD AVE,49.213519,-123.100035
73XX BLOCK MAIN ST,49.218411,-123.101870
10XX BLOCK BEACH AVE,49.275783,-123.133854
25XX BLOCK W 1ST AVE,49.269399,-123.054565
15XX VERNON DR,49.271606,-123.078659
43XX W 12TH AVE,49.261906,-123.203322
13XX BLOCK E 1ST AVE,49.269669,-123.077215
65XX BLOCK GLADSTONE ST,49.225116,-123.062319
20XX BLOCK E 38TH AVE,49.235912,-123.065454
RICHARDS ST / PACIFIC ST,49.273720,-123.127502
NATIONAL AVE / MAIN ST,49.274965,-123.099842
84XX BLOCK MILLSTONE ST,49.207950,-123.035178
66XX BLOCK INVERNESS ST,49.224350,-123.080062
24XX COLUMBIA ST,49.263847,-123.109431
ROBSON ST / HOMER ST,49.279473,-123.116905
11XX BLOCK E HASTINGS ST,49.287947,-123.119771
27XX BLOCK GRANVILLE ST,49.261674,-123.138610
38XX BALACLAVA ST,49.252841,-123.175646
81XX CHESTER ST,49.211917,-123.089528
28XX E 54TH AVE,49.220191,-123.048963
16XX MACDONALD ST,49.271433,-123.168132
63XX COMMERCIAL ST,49.227084,-123.068350
17XX YEW ST,49.270838,-123.155017
23XX BLOCK W 10TH AVE,49.262955,-123.157917
2XX BLOCK BURRARD ST,49.287663,-123.115200
54XX JOYCE ST,49.235463,-123.034623
7XX BLOCK GRIFFITHS WAY,49.277651,-123.109920
W 8TH AVE / ALDER ST,49.264399,-123.131323
25XX BLOCK WILLOW ST,49.263311,-123.121808
24XX E 41ST AVE,49.232836,-123.057777
21XX W 11TH AVE,49.261936,-123.153096
55XX BLOCK WILLOW ST,49.235685,-123.123780
13XX BLOCK NELSON ST,49.484152,-117.295702
23XX BLOCK KEITH DR,49.264312,-123.079401
62XX ARGYLE ST,49.227548,-123.071403
13XX THURLOW ST,49.279672,-123.132247
15XX OLD BRIDGE ST,49.270348,-123.134873
3XX BLOCK SALSBURY DR,49.281554,-123.068283
6XX BLOCK E GEORGIA ST,49.278428,-123.091490
53XX BLOCK HEATHER ST,49.237334,-123.120735
16XX W 62ND AVE,49.214962,-123.143437
1XX BLOCK E 59TH AVE,49.216830,-123.108310
34XX W 55TH AVE,49.221522,-123.182726
6XX E 62ND AVE,49.214179,-123.093042
21XX BLOCK SCOTIA ST,49.266850,-123.098780
2XX HOWE ST,49.287387,-123.113051
82XX OAK ST,49.211360,-123.130145
63XX SOPHIA ST,49.227462,-123.099442
62XX STANLEY PARK DR,49.310366,-123.149076
53XX HEATHER ST,49.237334,-123.120735
10XX BLOCK GARDEN DR,49.274845,-123.057897
W 73RD AVE / SELKIRK ST,49.204296,-123.133441
20XX BLOCK E 42ND AVE,49.233543,-123.151954
4XX BLOCK E 46TH AVE,49.229109,-123.122412
4XX BLOCK E 55TH AVE,49.220064,-123.097665
13XX E 33RD AVE,49.240200,-123.078929
20XX E 10TH AVE,49.261330,-123.066108
17XX BLOCK BARCLAY ST,49.289094,-123.136084
13XX E 39TH AVE,49.234834,-123.081078
49XX BLOCK CULLODEN ST,49.240326,-123.078949
PINE ST / W 5TH AVE,49.267131,-123.143262
72XX BLOCK WILTSHIRE ST,49.220284,-123.146802
51XX BLOCK TRAFALGAR ST,49.239948,-123.165684
15XX BLOCK SW MARINE DR,49.205297,-123.141297
7XX BLOCK KEEFER ST,49.279329,-123.089525
YUKON ST / W 14TH AVE,49.258701,-123.113067
39XX CAMBIE ST,49.250156,-123.115278
3XX E 5TH AVE,49.266327,-123.097005
3XX BLOCK W 16TH AVE,49.256781,-123.111052
24XX BLOCK DUNDAS ST,49.284742,-123.056501
11XX STANLEY PARK DR,49.297755,-123.131138
RENFREW ST / E 5TH AVE,49.265707,-123.044262
27XX BLOCK GRAVELEY ST,49.270417,-123.049320
PINE ST / W 2ND AVE,49.269748,-123.143160
18XX BEACH AVE,49.286644,-123.142493
54XX COLLINGWOOD ST,49.236637,-123.182051
79XX BLOCK SOPHIA ST,49.220588,-123.099733
40XX BLOCK W 18TH AVE,49.256517,-123.193428
31XX BLOCK ST CATHERINES ST,49.256956,-123.085488
15XX BLOCK E 60TH AVE,49.215439,-123.075552
42XX BLOCK NANAIMO ST,49.240939,-123.058622
48XX BLOCK ELGIN ST,49.241609,-123.082744
22XX BLOCK E 35TH AVE,49.240281,-123.157813
3XX BLOCK ALEXANDER ST,49.284052,-123.097737
21XX BLOCK CASSIAR ST,49.265653,-123.031006
W 10TH AVE / CAMBIE ST,49.262261,-123.114853
50XX BLOCK PINE CRES,49.240970,-123.146916
4XX BLOCK E 48TH AVE,49.226972,-123.115501
29XX GRAVELEY ST,49.270418,-123.044434
35XX BLOCK W 2ND AVE,49.270348,-123.181531
6XX VERNON DR,49.279268,-123.079004
86XX BLOCK LAUREL ST,49.208330,-123.126179
21XX SALAL DR,49.261497,-123.153970
10XX BLOCK W PENDER ST,49.280064,-123.082658
34XX BLOCK GLEN DR,49.253516,-123.081787
10XX STANLEY PARK DR,49.297510,-123.131600
9XX BLOCK SMITHE ST,49.282007,-123.124072
MAIN ST / E 15TH AVE,49.257513,-123.101185
W CORDOVA ST / HOWE ST,49.286617,-123.113859
47XX BLOCK DUMFRIES ST,49.242918,-123.073546
2XX BLOCK NANAIMO ST,49.282347,-123.056479
6XX BLOCK PIPELINE RD,49.299622,-123.135762
10XX BLOCK STANLEY PARK DR,49.301705,-123.141700
8XX BLOCK W 60TH AVE,49.215575,-123.088024
15XX BLOCK E 19TH AVE,49.254562,-123.146092
14XX BLOCK THURLOW ST,49.278271,-123.134369
43XX CAMBIE ST,49.247019,-123.115239
2XX BLOCK E 13TH AVE,49.259364,-123.109669
41XX BLOCK ATLIN ST,49.247825,-123.045804
6XX WINDERMERE ST,49.279075,-123.036193
4XX W 20TH AVE,49.252885,-123.112527
4XX BLOCK W 20TH AVE,49.252885,-123.112527
2XX BLOCK E 21ST AVE,49.251953,-123.109783
24XX BLOCK E 8TH AVE,49.264828,-123.159885
20XX BLOCK E 13TH AVE,49.260018,-123.150466
28XX BLOCK EUCLID AVE,49.242303,-123.048447
30XX BLOCK E 19TH AVE,49.255543,-123.172746
71XX DUMFRIES ST,49.219544,-123.075443
RICHARDS ST / DRAKE ST,49.274836,-123.125821
27XX YEW ST,49.261966,-123.155350
50XX BLOCK JOYCE ST,49.238983,-123.031086
26XX BLOCK E 46TH AVE,49.228459,-123.054483
79XX BLOCK YUKON ST,49.245154,-123.112332
33XX BLOCK PUGET DR,49.256745,-123.177625
47XX BLOCK BRUCE ST,49.242891,-123.069374
37XX BLOCK W 38TH AVE,49.237579,-123.186753
26XX CRANBERRY DR,49.262817,-123.153740
64XX WEST BOULEVARD BLVD,49.232208,-123.155672
WATER ST / RICHARDS ST,49.284686,-123.110896
5XX BLOCK HOWE ST,49.285292,-123.115829
11XX BLOCK VENABLES ST,49.276713,-123.081013
24XX E 8TH AVE,49.262957,-123.055790
7XX BLOCK HELMCKEN ST,49.278196,-123.124612
4XX JACKSON AVE,49.281184,-123.093399
35XX BLOCK W 6TH AVE,49.266839,-123.181863
52XX BLOCK BLENHEIM ST,49.239551,-123.178690
7XX BLOCK BURRARD ST,49.284416,-123.121085
22XX BLOCK VENABLES ST,49.276603,-123.059711
E BROADWAY AVE / COMMERCIAL DR,49.262274,-123.069770
45XX DUMFRIES ST,49.244513,-123.073502
47XX BLOCK VALLEY DR,49.244041,-123.151338
7XX BLOCK BUTE ST,49.287109,-123.125325
20XX BLOCK PARKER ST,49.275715,-123.063534
E 5TH AVE / BRUNSWICK ST,49.266282,-123.096797
19XX BLOCK WILLIAM ST,49.273775,-123.065613
W CORDOVA ST / GRANVILLE ST,49.285998,-123.112764
10XX BLOCK E 56TH AVE,49.219004,-123.085313
31XX BLOCK E GEORGIA ST,49.278252,-123.038708
35XX BLOCK W 22ND AVE,49.250627,-123.028524
32XX GRAVELEY ST,49.270403,-123.036273
2XX E 56TH AVE,49.219262,-123.101648
1XX BLOCK CAMBIE ST,49.284740,-123.108614
8XX BLOCK BIDWELL ST,49.290451,-123.133859
9XX E 59TH AVE,49.216441,-123.085369
52XX BLOCK ST CATHERINES ST,49.237791,-123.086849
43XX BLOCK DUMFRIES ST,49.246567,-123.073416
9XX BLOCK W 13TH AVE,49.258769,-123.085214
23XX BLOCK E 4TH AVE,49.268203,-123.157788
18XX BLOCK W 1ST AVE,49.270661,-123.145651
12XX THURLOW ST,49.280388,-123.131178
4XX BLOCK GRANVILLE ST,49.285265,-123.113900
20XX BLOCK E 50TH AVE,49.224269,-123.066563
30XX E 45TH AVE,49.229276,-123.043088
11XX BLOCK NOOTKA ST,49.274728,-123.041372
11XX BLOCK HARWOOD ST,49.278952,-123.133897
9XX CHILCO ST,49.290543,-123.142716
11XX E 6TH AVE,49.265189,-123.079421
2XX BLOCK E 22ND AVE,49.251159,-123.100846
29XX TURNER ST,49.279091,-123.044212
58XX FLEMING ST,49.231762,-123.072887
61XX COLLINGWOOD ST,49.231030,-123.182033
1XX BLOCK E 14TH AVE,49.258490,-123.107144
4XX BLOCK PACIFIC ST,49.273456,-123.127116
14XX BLOCK CARTWRIGHT ST,49.270066,-123.135115
40XX FRASER ST,49.249244,-123.090096
5XX BLOCK KASLO ST,49.280153,-123.046679
71XX BLOCK INVERNESS ST,49.219545,-123.080114
21XX MANNERING AVE,49.240663,-123.062956
30XX E 6TH AVE,49.264753,-123.041422
3XX E KENT AV S,49.207006,-123.101849
39XX KNIGHT ST,49.250453,-123.075938
27XX PANDORA ST,49.282969,-123.049193
42XX BLOCK ONTARIO ST,49.247275,-123.105063
59XX BOUNDARY RD,49.230909,-123.023449
72XX CARRINGTON ST,49.220709,-123.183059
8XX W 24TH AVE,49.250100,-123.122390
25XX BLOCK HEATHER ST,49.263291,-123.119857
43XX BLOCK ONTARIO ST,49.247281,-123.105025
14XX W 26TH AVE,49.248288,-123.136601
24XX COMMERCIAL DR,49.262990,-123.069729
12XX BLOCK W CORDOVA ST,49.281961,-123.081338
10XX BLOCK W 26TH AVE,49.248172,-123.127775
84XX BLOCK OSLER ST,49.209956,-123.131554
83XX BLOCK ANGUS DR,49.211596,-123.148574
7XX W 41ST AVE,49.233684,-123.121495
62XX FRASER ST,49.228220,-123.090667
23XX ALDER ST,49.265663,-123.131304
30XX BLOCK ALBERTA ST,49.258672,-123.111102
9XX SALSBURY DR,49.276591,-123.067530
15XX BLOCK E 10TH AVE,49.262620,-123.138593
18XX BLOCK W 13TH AVE,49.258632,-123.067842
4XX BLOCK DUNSMUIR ST,49.282026,-123.113989
30XX BLOCK CAMBIE ST,49.258612,-123.114873
71XX ARBUTUS ST,49.240157,-123.155394
54XX BLOCK CYPRESS ST,49.237111,-123.149087
20XX W 35TH AVE,49.240277,-123.156672
64XX SALISH DR,49.228619,-123.197119
45XX W 3RD AVE,49.270190,-123.209367
6XX BLOCK PACIFIC ST,49.274618,-123.128620
1XX BLOCK BEATTY ST,49.279493,-123.110630
10XX TEMPLETON DR,49.275640,-123.059820
25XX OAK ST,49.263350,-123.126630
40XX BLOCK BALACLAVA ST,49.252841,-123.175646
28XX BLOCK TRIUMPH ST,49.283842,-123.030748
18XX BLOCK ROBSON ST,49.291533,-123.135554
2XX BLOCK MAIN ST,49.283147,-123.099555
5XX BLOCK DAVIE ST,49.276205,-123.124763
9XX BLOCK VICTORIA DR,49.276641,-123.065588
ROBSON ST / BURRARD ST,49.283295,-123.122802
5XX E 29TH AVE,49.244448,-123.100941
RICHARDS ST / HELMCKEN ST,49.276932,-123.122639
CARDERO ST / COAL HARBOUR QUAY,49.291811,-123.128642
13XX BLOCK E 55TH AVE,49.219582,-123.080079
8XX BLOCK BURRARD ST,49.283006,-123.122873
28XX BLOCK BIRCH ST,49.260689,-123.133803
6XX BLOCK SLOCAN ST,49.279045,-123.049300
22XX BLOCK GRAVELEY ST,49.270423,-123.059831
14XX BLOCK QUEBEC ST,49.273164,-123.101876
58XX BLOCK CREE ST,49.232047,-123.100019
19XX BLOCK W 13TH AVE,49.259980,-123.148128
13XX BLOCK COMOX ST,49.284149,-123.132737
1XX BLOCK E 23RD AVE,49.249960,-123.107275
82XX BLOCK ROSS ST,49.208872,-123.084196
38XX BLOCK SOPHIA ST,49.252098,-123.098573
32XX SOPHIA ST,49.256545,-123.098407
5XX BLOCK HORNBY ST,49.285907,-123.116827
W PENDER ST / BUTE ST,49.288395,-123.123390
13XX BLOCK E 13TH AVE,49.259740,-123.133740
28XX E 43RD AVE,49.231157,-123.048891
75XX BLOCK MONTCALM ST,49.217298,-123.135442
1XX N SALSBURY DR,49.284190,-123.068184
14XX BLOCK BURNABY ST,49.282959,-123.137296
5XX BLOCK W 41ST AVE,49.233517,-123.116392
